trade_code,industry
601100.SH,机械设备
601101.SH,采掘
601106.SH,机械设备
601107.SH,交通运输
601111.SH,交通运输
601113.SH,化工
601116.SH,商业贸易
601117.SH,建筑装饰
601118.SH,农林牧渔
601126.SH,电气设备
601137.SH,有色金属
601139.SH,公用事业
601158.SH,公用事业
601166.SH,银行
601168.SH,有色金属
601169.SH,银行
601177.SH,机械设备
601179.SH,电气设备
601186.SH,建筑装饰
601188.SH,交通运输
601198.SH,非银金融
601199.SH,公用事业
601208.SH,化工
601216.SH,化工
601218.SH,电气设备
601222.SH,电气设备
601225.SH,采掘
601226.SH,建筑装饰
601231.SH,电子
601233.SH,化工
601238.SH,汽车
601258.SH,汽车
601268.SH,机械设备
601288.SH,银行
601299.SH,机械设备
601311.SH,汽车
601313.SH,机械设备
601318.SH,非银金融
601328.SH,银行
601333.SH,交通运输
601336.SH,非银金融
601339.SH,纺织服装
601369.SH,机械设备
601377.SH,非银金融
601388.SH,有色金属
601390.SH,建筑装饰
601398.SH,银行
601515.SH,轻工制造
601518.SH,交通运输
601519.SH,计算机
601555.SH,非银金融
601558.SH,电气设备
601566.SH,纺织服装
601567.SH,电气设备
601579.SH,食品饮料
601588.SH,房地产
601599.SH,纺织服装
601600.SH,有色金属
601601.SH,非银金融
601607.SH,医药生物
601608.SH,机械设备
601616.SH,电气设备
601618.SH,建筑装饰
601628.SH,非银金融
601633.SH,汽车
601636.SH,建筑材料
601666.SH,采掘
601668.SH,建筑装饰
601669.SH,建筑装饰
601677.SH,有色金属
601678.SH,化工
601688.SH,非银金融
601689.SH,汽车
601699.SH,采掘
601700.SH,电气设备
601717.SH,机械设备
601718.SH,纺织服装
601727.SH,电气设备
601766.SH,机械设备
601777.SH,汽车
601788.SH,非银金融
601789.SH,建筑装饰
601798.SH,机械设备
601799.SH,汽车
601800.SH,建筑装饰
601801.SH,传媒
601808.SH,采掘
601818.SH,银行
601857.SH,采掘
601866.SH,交通运输
601872.SH,交通运输
601877.SH,电气设备
601880.SH,交通运输
601886.SH,建筑装饰
601888.SH,休闲服务
601890.SH,国防军工
601898.SH,采掘
601899.SH,有色金属
601901.SH,非银金融
601908.SH,电气设备
601918.SH,采掘
601919.SH,交通运输
601928.SH,传媒
601929.SH,传媒
601933.SH,商业贸易
601939.SH,银行
601958.SH,有色金属
601965.SH,汽车
601969.SH,采掘
601988.SH,银行
601989.SH,国防军工
601991.SH,公用事业
601992.SH,建筑材料
601996.SH,轻工制造
601998.SH,银行
601999.SH,传媒
603000.SH,传媒
603001.SH,纺织服装
603002.SH,化工
603003.SH,化工
603005.SH,电子
603006.SH,汽车
603008.SH,轻工制造
603009.SH,汽车
603010.SH,化工
603011.SH,机械设备
603012.SH,机械设备
603015.SH,电气设备
603017.SH,建筑装饰
603018.SH,建筑装饰
603019.SH,计算机
603020.SH,食品饮料
603030.SH,建筑装饰
603077.SH,化工
603088.SH,机械设备
603099.SH,休闲服务
603100.SH,电气设备
603111.SH,机械设备
603118.SH,通信
603123.SH,商业贸易
603126.SH,公用事业
603128.SH,交通运输
603158.SH,汽车
603166.SH,汽车
603167.SH,交通运输
603168.SH,医药生物
603169.SH,机械设备
603188.SH,化工
603199.SH,休闲服务
603222.SH,医药生物
603268.SH,轻工制造
603288.SH,食品饮料
603306.SH,汽车
603308.SH,机械设备
603309.SH,医药生物
603328.SH,电子
603333.SH,电气设备
603338.SH,机械设备
603366.SH,家用电器
603368.SH,医药生物
603369.SH,食品饮料
603399.SH,有色金属
603456.SH,医药生物
603518.SH,纺织服装
603519.SH,家用电器
603555.SH,纺织服装
603558.SH,纺织服装
603588.SH,公用事业
603600.SH,轻工制造
603601.SH,化工
603606.SH,电气设备
603609.SH,农林牧渔
603611.SH,机械设备
603618.SH,电气设备
603636.SH,计算机
603678.SH,电子
603686.SH,机械设备
603688.SH,有色金属
603698.SH,建筑装饰
603699.SH,机械设备
603729.SH,传媒
603766.SH,汽车
603788.SH,汽车
603799.SH,有色金属
603806.SH,电气设备
603828.SH,建筑装饰
603869.SH,休闲服务
603889.SH,纺织服装
603898.SH,轻工制造
603899.SH,轻工制造
603939.SH,医药生物
603969.SH,机械设备
603988.SH,电气设备
603993.SH,有色金属
603997.SH,汽车
603998.SH,医药生物
