trade_code,industry
600317.SH,港口Ⅱ
600318.SH,水泥制造Ⅱ
600319.SH,化学制品
600320.SH,专用设备
600321.SH,其他建材Ⅱ
600322.SH,房地产开发Ⅱ
600323.SH,水务Ⅱ
600325.SH,房地产开发Ⅱ
600326.SH,基础建设
600327.SH,一般零售
600328.SH,化学原料
600329.SH,中药Ⅱ
600330.SH,金属非金属新材料
600331.SH,工业金属
600332.SH,中药Ⅱ
600333.SH,燃气Ⅱ
600335.SH,汽车服务Ⅱ
600336.SH,白色家电
600337.SH,家用轻工
600338.SH,工业金属
600339.SH,化学制品
600340.SH,房地产开发Ⅱ
600343.SH,航天装备Ⅱ
600345.SH,通信设备
600346.SH,专用设备
600348.SH,煤炭开采Ⅱ
600350.SH,高速公路Ⅱ
600351.SH,中药Ⅱ
600352.SH,化学制品
600353.SH,高低压设备
600354.SH,种植业
600355.SH,通信设备
600356.SH,造纸Ⅱ
600358.SH,旅游综合Ⅱ
600359.SH,种植业
600360.SH,半导体
600361.SH,一般零售
600362.SH,工业金属
600363.SH,光学光电子
600365.SH,饮料制造
600366.SH,金属非金属新材料
600367.SH,化学原料
600368.SH,高速公路Ⅱ
600369.SH,证券Ⅱ
600370.SH,纺织制造
600371.SH,种植业
600372.SH,航空装备Ⅱ
600373.SH,文化传媒
600375.SH,专用设备
600376.SH,房地产开发Ⅱ
600377.SH,高速公路Ⅱ
600378.SH,化学制品
600379.SH,高低压设备
600380.SH,化学制药
600381.SH,煤炭开采Ⅱ
600382.SH,通用机械
600383.SH,房地产开发Ⅱ
600385.SH,化学制药
600386.SH,营销传播
600387.SH,石油化工
600388.SH,专用设备
600389.SH,化学制品
600390.SH,金属非金属新材料
600391.SH,航空装备Ⅱ
600392.SH,稀有金属
600393.SH,房地产开发Ⅱ
600395.SH,煤炭开采Ⅱ
600396.SH,电力
600397.SH,煤炭开采Ⅱ
600398.SH,服装家纺
600399.SH,钢铁Ⅱ
600400.SH,服装家纺
600401.SH,电源设备
600403.SH,煤炭开采Ⅱ
600405.SH,电源设备
600406.SH,电气自动化设备
600408.SH,煤炭开采Ⅱ
600409.SH,化学原料
600410.SH,计算机应用
600415.SH,商业物业经营
600416.SH,电源设备
600418.SH,汽车整车
600419.SH,综合Ⅱ
600420.SH,化学制药
600421.SH,综合Ⅱ
600422.SH,中药Ⅱ
600423.SH,化学制品
600425.SH,水泥制造Ⅱ
600426.SH,化学制品
600428.SH,航运Ⅱ
600429.SH,食品加工
600432.SH,稀有金属
600433.SH,造纸Ⅱ
600435.SH,地面兵装Ⅱ
600436.SH,中药Ⅱ
600438.SH,饲料Ⅱ
600439.SH,家用轻工
600444.SH,塑料Ⅱ
600446.SH,计算机应用
600448.SH,纺织制造
600449.SH,水泥制造Ⅱ
600452.SH,电力
600455.SH,计算机应用
600456.SH,稀有金属
600458.SH,化学制品
600459.SH,稀有金属
600460.SH,光学光电子
600461.SH,水务Ⅱ
600462.SH,造纸Ⅱ
600463.SH,园区开发Ⅱ
600466.SH,中药Ⅱ
600467.SH,渔业
600468.SH,高低压设备
600469.SH,橡胶
600470.SH,化学制品
600475.SH,电源设备
600476.SH,计算机应用
600477.SH,专业工程
600478.SH,金属非金属新材料
600479.SH,中药Ⅱ
600480.SH,汽车零部件Ⅱ
600481.SH,通用机械
600482.SH,汽车零部件Ⅱ
600483.SH,纺织制造
600485.SH,通信设备
600486.SH,化学制品
600487.SH,通信设备
600488.SH,化学制药
600489.SH,黄金Ⅱ
600490.SH,工业金属
600491.SH,房屋建设Ⅱ
600493.SH,纺织制造
600495.SH,运输设备Ⅱ
600496.SH,专业工程
600497.SH,工业金属
600498.SH,通信设备
600499.SH,专用设备
600500.SH,化学制品
600501.SH,专用设备
600502.SH,基础建设
600503.SH,房地产开发Ⅱ
600505.SH,电力
600506.SH,种植业
600507.SH,钢铁Ⅱ
600508.SH,煤炭开采Ⅱ
600509.SH,电力
600510.SH,纺织制造
600511.SH,医药商业Ⅱ
600512.SH,基础建设
600513.SH,化学制药
600515.SH,一般零售
600516.SH,金属非金属新材料
600517.SH,高低压设备
600518.SH,中药Ⅱ
600519.SH,饮料制造
600520.SH,通用机械
600521.SH,化学制药
600522.SH,通信设备
600523.SH,汽车零部件Ⅱ
600525.SH,电气自动化设备
600526.SH,专用设备
600527.SH,化学纤维
600528.SH,基础建设
600529.SH,医疗器械Ⅱ
600530.SH,生物制品Ⅱ
600531.SH,工业金属
600532.SH,其他采掘Ⅱ
600533.SH,房地产开发Ⅱ
600535.SH,中药Ⅱ
600536.SH,计算机应用
600537.SH,电源设备
600538.SH,化学制品
600539.SH,水泥制造Ⅱ
600540.SH,种植业
600543.SH,饮料制造
600545.SH,基础建设
600546.SH,煤炭开采Ⅱ
600547.SH,黄金Ⅱ
600548.SH,高速公路Ⅱ
600549.SH,稀有金属
600550.SH,高低压设备
600551.SH,文化传媒
600552.SH,玻璃制造Ⅱ
600555.SH,房地产开发Ⅱ
600556.SH,综合Ⅱ
600557.SH,中药Ⅱ
600558.SH,金属制品Ⅱ
600559.SH,饮料制造
600560.SH,专用设备
600561.SH,公交Ⅱ
600562.SH,其他建材Ⅱ
600563.SH,元件Ⅱ
600565.SH,房地产开发Ⅱ
600566.SH,化学制药
600567.SH,造纸Ⅱ
600568.SH,房地产开发Ⅱ
600569.SH,钢铁Ⅱ
600570.SH,计算机应用
600571.SH,计算机应用
600572.SH,中药Ⅱ
600573.SH,饮料制造
600575.SH,港口Ⅱ
600576.SH,房地产开发Ⅱ
600577.SH,金属制品Ⅱ
600578.SH,电力
600579.SH,专用设备
600580.SH,电机Ⅱ
600581.SH,钢铁Ⅱ
600582.SH,专用设备
600583.SH,采掘服务Ⅱ
600584.SH,半导体
600585.SH,水泥制造Ⅱ
600586.SH,玻璃制造Ⅱ
600587.SH,医疗器械Ⅱ
600588.SH,计算机应用
600589.SH,化学制品
600590.SH,电气自动化设备
600592.SH,通用机械
600593.SH,景点
600594.SH,中药Ⅱ
600595.SH,工业金属
600596.SH,化学制品
600597.SH,食品加工
600598.SH,种植业
600599.SH,家用轻工
600600.SH,饮料制造
600601.SH,计算机设备Ⅱ
600602.SH,光学光电子
600603.SH,综合Ⅱ
600604.SH,园区开发Ⅱ
600605.SH,贸易Ⅱ
600606.SH,房地产开发Ⅱ
600608.SH,综合Ⅱ
600609.SH,汽车整车
600610.SH,专用设备
600611.SH,公交Ⅱ
600612.SH,家用轻工
600613.SH,中药Ⅱ
600614.SH,综合Ⅱ
600615.SH,房地产开发Ⅱ
600616.SH,饮料制造
600617.SH,燃气Ⅱ
600618.SH,化学原料
600619.SH,白色家电
600620.SH,房地产开发Ⅱ
600621.SH,房地产开发Ⅱ
600622.SH,房地产开发Ⅱ
600623.SH,橡胶
600624.SH,综合Ⅱ
600626.SH,纺织制造
600628.SH,一般零售
600629.SH,其他建材Ⅱ
600630.SH,服装家纺
600633.SH,文化传媒
600634.SH,综合Ⅱ
600635.SH,多元金融Ⅱ
600636.SH,化学制品
600637.SH,文化传媒
600638.SH,房地产开发Ⅱ
600639.SH,园区开发Ⅱ
600640.SH,旅游综合Ⅱ
600641.SH,房地产开发Ⅱ
600642.SH,电力
600643.SH,多元金融Ⅱ
600644.SH,电力
600645.SH,生物制品Ⅱ
600647.SH,房地产开发Ⅱ
600648.SH,园区开发Ⅱ
600649.SH,房地产开发Ⅱ
600650.SH,公交Ⅱ
600651.SH,其他电子Ⅱ
600652.SH,煤炭开采Ⅱ
600653.SH,汽车服务Ⅱ
600654.SH,元件Ⅱ
600655.SH,专业零售
600656.SH,环保工程及服务Ⅱ
600657.SH,房地产开发Ⅱ
600658.SH,园区开发Ⅱ
600660.SH,汽车零部件Ⅱ
600661.SH,互联网传媒
600662.SH,公交Ⅱ
600663.SH,园区开发Ⅱ
600664.SH,化学制药
600665.SH,房地产开发Ⅱ
600666.SH,化学制药
600667.SH,半导体
600668.SH,水泥制造Ⅱ
600671.SH,中药Ⅱ
600673.SH,工业金属
600674.SH,电力
600675.SH,房地产开发Ⅱ
600676.SH,物流Ⅱ
600677.SH,航天装备Ⅱ
600678.SH,其他建材Ⅱ
600679.SH,其他交运设备Ⅱ
600680.SH,计算机设备Ⅱ
600681.SH,装修装饰Ⅱ
600682.SH,一般零售
600683.SH,房地产开发Ⅱ
600684.SH,房地产开发Ⅱ
600685.SH,船舶制造Ⅱ
600686.SH,汽车整车
600687.SH,黄金Ⅱ
600688.SH,石油化工
600689.SH,纺织制造
600690.SH,白色家电
600691.SH,化学制品
600692.SH,航运Ⅱ
600693.SH,一般零售
600694.SH,一般零售
600695.SH,畜禽养殖Ⅱ
600696.SH,房地产开发Ⅱ
600697.SH,一般零售
600698.SH,汽车零部件Ⅱ
600699.SH,汽车零部件Ⅱ
600701.SH,综合Ⅱ
600702.SH,饮料制造
600703.SH,光学光电子
600704.SH,专业零售
600705.SH,多元金融Ⅱ
600706.SH,旅游综合Ⅱ
600707.SH,光学光电子
600708.SH,综合Ⅱ
600710.SH,专用设备
600711.SH,工业金属
600712.SH,一般零售
600713.SH,医药商业Ⅱ
600714.SH,煤炭开采Ⅱ
600715.SH,汽车零部件Ⅱ
600716.SH,房地产开发Ⅱ
600717.SH,港口Ⅱ
600718.SH,计算机应用
600719.SH,电力
600720.SH,水泥制造Ⅱ
600721.SH,煤炭开采Ⅱ
600722.SH,化学原料
600723.SH,一般零售
600724.SH,房地产开发Ⅱ
600725.SH,化学纤维
600726.SH,电力
600727.SH,化学制品
600728.SH,计算机应用
600729.SH,一般零售
600730.SH,综合Ⅱ
600731.SH,化学制品
600732.SH,房地产开发Ⅱ
600733.SH,综合Ⅱ
600734.SH,房地产开发Ⅱ
600735.SH,贸易Ⅱ
600736.SH,房地产开发Ⅱ
600737.SH,农产品加工
600738.SH,商业物业经营
600739.SH,贸易Ⅱ
600740.SH,煤炭开采Ⅱ
600741.SH,汽车零部件Ⅱ
600742.SH,汽车零部件Ⅱ
600743.SH,房地产开发Ⅱ
600744.SH,电力
600745.SH,房地产开发Ⅱ
600746.SH,化学制品
600747.SH,多元金融Ⅱ
600748.SH,房地产开发Ⅱ
600749.SH,旅游综合Ⅱ
600750.SH,中药Ⅱ
600751.SH,航运Ⅱ
600753.SH,房地产开发Ⅱ
600754.SH,酒店Ⅱ
600755.SH,贸易Ⅱ
600756.SH,计算机应用
600757.SH,文化传媒
600758.SH,电力
600759.SH,房地产开发Ⅱ
600760.SH,地面兵装Ⅱ
600761.SH,专用设备
600763.SH,医疗服务Ⅱ
600764.SH,计算机设备Ⅱ
600765.SH,通用机械
600766.SH,黄金Ⅱ
600767.SH,房地产开发Ⅱ
600768.SH,工业金属
600769.SH,水务Ⅱ
600770.SH,综合Ⅱ
600771.SH,化学制药
600773.SH,房地产开发Ⅱ
600774.SH,一般零售
600775.SH,通信设备
600776.SH,通信设备
600777.SH,房地产开发Ⅱ
600778.SH,一般零售
600779.SH,饮料制造
600780.SH,电力
600781.SH,中药Ⅱ
600782.SH,钢铁Ⅱ
600783.SH,多元金融Ⅱ
600784.SH,钢铁Ⅱ
600785.SH,一般零售
600787.SH,物流Ⅱ
600789.SH,化学制药
600790.SH,商业物业经营
600791.SH,房地产开发Ⅱ
600792.SH,煤炭开采Ⅱ
600793.SH,造纸Ⅱ
600794.SH,物流Ⅱ
600795.SH,电力
600796.SH,生物制品Ⅱ
600797.SH,计算机应用
600798.SH,航运Ⅱ
600800.SH,其他电子Ⅱ
600801.SH,水泥制造Ⅱ
600802.SH,水泥制造Ⅱ
600803.SH,化学制品
600804.SH,互联网传媒
600805.SH,汽车整车
600806.SH,通用机械
600807.SH,房地产开发Ⅱ
600808.SH,钢铁Ⅱ
600809.SH,饮料制造
600810.SH,化学纤维
600811.SH,综合Ⅱ
600812.SH,化学制药
600814.SH,一般零售
600815.SH,专用设备
600816.SH,多元金融Ⅱ
600817.SH,综合Ⅱ
600818.SH,综合Ⅱ
600819.SH,玻璃制造Ⅱ
600820.SH,基础建设
600821.SH,一般零售
600822.SH,贸易Ⅱ
600823.SH,房地产开发Ⅱ
600824.SH,商业物业经营
600825.SH,文化传媒
600826.SH,贸易Ⅱ
600827.SH,一般零售
600828.SH,一般零售
600829.SH,化学制药
600830.SH,多元金融Ⅱ
600831.SH,文化传媒
600832.SH,文化传媒
600833.SH,医药商业Ⅱ
600834.SH,公交Ⅱ
600835.SH,专用设备
600836.SH,包装印刷Ⅱ
600837.SH,证券Ⅱ
600838.SH,一般零售
600839.SH,视听器材
600841.SH,通用机械
600843.SH,专用设备
600844.SH,化学制品
600845.SH,计算机应用
600846.SH,综合Ⅱ
600847.SH,电源设备
600848.SH,仪器仪表Ⅱ
600850.SH,计算机设备Ⅱ
600851.SH,综合Ⅱ
600853.SH,基础建设
600854.SH,白色家电
600855.SH,计算机设备Ⅱ
600856.SH,一般零售
600857.SH,贸易Ⅱ
600858.SH,一般零售
600859.SH,一般零售
600860.SH,专用设备
600861.SH,一般零售
600862.SH,通用机械
600863.SH,电力
600864.SH,电力
600865.SH,商业物业经营
600866.SH,食品加工
600867.SH,生物制品Ⅱ
600868.SH,电力
600869.SH,高低压设备
600870.SH,视听器材
600871.SH,化学纤维
600872.SH,食品加工
600873.SH,食品加工
600874.SH,水务Ⅱ
600875.SH,电源设备
600876.SH,玻璃制造Ⅱ
600877.SH,其他交运设备Ⅱ
600879.SH,航天装备Ⅱ
600880.SH,文化传媒
600881.SH,水泥制造Ⅱ
600882.SH,其他采掘Ⅱ
600883.SH,综合Ⅱ
600884.SH,综合Ⅱ
600885.SH,高低压设备
600886.SH,电力
600887.SH,食品加工
600888.SH,工业金属
600889.SH,化学纤维
600890.SH,房地产开发Ⅱ
600891.SH,一般零售
600892.SH,综合Ⅱ
600893.SH,航空装备Ⅱ
600894.SH,专用设备
600895.SH,园区开发Ⅱ
600896.SH,航运Ⅱ
600897.SH,机场Ⅱ
600898.SH,专业零售
600900.SH,电力
600917.SH,燃气Ⅱ
600960.SH,通用机械
600961.SH,工业金属
600962.SH,农产品加工
600963.SH,造纸Ⅱ
600965.SH,畜禽养殖Ⅱ
600966.SH,造纸Ⅱ
600967.SH,运输设备Ⅱ
600969.SH,电力
600970.SH,专业工程
600971.SH,煤炭开采Ⅱ
600973.SH,高低压设备
600975.SH,畜禽养殖Ⅱ
600976.SH,中药Ⅱ
600978.SH,家用轻工
600979.SH,电力
600980.SH,金属非金属新材料
600981.SH,贸易Ⅱ
600982.SH,电力
600983.SH,白色家电
600984.SH,专用设备
600985.SH,化学制品
600986.SH,基础建设
600987.SH,纺织制造
600988.SH,黄金Ⅱ
600990.SH,地面兵装Ⅱ
600992.SH,金属制品Ⅱ
600993.SH,中药Ⅱ
600995.SH,电力
600997.SH,煤炭开采Ⅱ
600998.SH,医药商业Ⅱ
600999.SH,证券Ⅱ
601000.SH,港口Ⅱ
601001.SH,煤炭开采Ⅱ
601002.SH,通用机械
601003.SH,钢铁Ⅱ
601005.SH,钢铁Ⅱ
601006.SH,铁路运输Ⅱ
601007.SH,酒店Ⅱ
601008.SH,港口Ⅱ
601009.SH,银行Ⅱ
601010.SH,一般零售
601011.SH,煤炭开采Ⅱ
601012.SH,电源设备
601015.SH,煤炭开采Ⅱ
601016.SH,电力
601018.SH,港口Ⅱ
601021.SH,航空运输Ⅱ
601028.SH,金属制品Ⅱ
601038.SH,专用设备
601058.SH,橡胶
601069.SH,黄金Ⅱ
601088.SH,煤炭开采Ⅱ
601098.SH,文化传媒
601099.SH,证券Ⅱ
601100.SH,通用机械
601101.SH,煤炭开采Ⅱ
601106.SH,专用设备
601107.SH,高速公路Ⅱ
601111.SH,航空运输Ⅱ
601113.SH,化学纤维
601116.SH,一般零售
601117.SH,专业工程
601118.SH,种植业
601126.SH,电气自动化设备
601137.SH,工业金属
601139.SH,燃气Ⅱ
601158.SH,水务Ⅱ
601166.SH,银行Ⅱ
601168.SH,工业金属
601169.SH,银行Ⅱ
601177.SH,通用机械
601179.SH,高低压设备
601186.SH,基础建设
601188.SH,高速公路Ⅱ
601199.SH,水务Ⅱ
601208.SH,塑料Ⅱ
601216.SH,化学原料
601218.SH,电源设备
601222.SH,电气自动化设备
601225.SH,煤炭开采Ⅱ
601226.SH,专业工程
601231.SH,电子制造Ⅱ
601233.SH,化学纤维
601238.SH,汽车整车
601258.SH,汽车服务Ⅱ
601268.SH,专用设备
601288.SH,银行Ⅱ
601299.SH,运输设备Ⅱ
601311.SH,汽车零部件Ⅱ
601313.SH,专用设备
601318.SH,保险Ⅱ
601328.SH,银行Ⅱ
601333.SH,铁路运输Ⅱ
601336.SH,保险Ⅱ
601339.SH,纺织制造
601369.SH,通用机械
601377.SH,证券Ⅱ
601388.SH,工业金属
601390.SH,基础建设
601398.SH,银行Ⅱ
601515.SH,包装印刷Ⅱ
601518.SH,高速公路Ⅱ
601519.SH,计算机应用
601555.SH,证券Ⅱ
601558.SH,电源设备
601566.SH,服装家纺
601567.SH,电气自动化设备
601579.SH,饮料制造
601588.SH,房地产开发Ⅱ
601599.SH,纺织制造
601600.SH,工业金属
601601.SH,保险Ⅱ
601607.SH,医药商业Ⅱ
601608.SH,专用设备
601616.SH,高低压设备
601618.SH,专业工程
601628.SH,保险Ⅱ
601633.SH,汽车整车
601636.SH,玻璃制造Ⅱ
601666.SH,煤炭开采Ⅱ
601668.SH,房屋建设Ⅱ
601669.SH,基础建设
601677.SH,工业金属
601678.SH,化学制品
601688.SH,证券Ⅱ
601699.SH,煤炭开采Ⅱ
601700.SH,高低压设备
601717.SH,专用设备
601718.SH,服装家纺
601727.SH,电源设备
601766.SH,运输设备Ⅱ
601777.SH,汽车整车
601788.SH,证券Ⅱ
601789.SH,房屋建设Ⅱ
601798.SH,专用设备
601799.SH,汽车零部件Ⅱ
601800.SH,基础建设
601801.SH,文化传媒
601808.SH,采掘服务Ⅱ
601818.SH,银行Ⅱ
601857.SH,石油开采Ⅱ
601866.SH,航运Ⅱ
601872.SH,航运Ⅱ
601877.SH,高低压设备
601880.SH,港口Ⅱ
601886.SH,装修装饰Ⅱ
601888.SH,旅游综合Ⅱ
601890.SH,船舶制造Ⅱ
601898.SH,煤炭开采Ⅱ
601899.SH,黄金Ⅱ
601901.SH,证券Ⅱ
601908.SH,电源设备
601918.SH,煤炭开采Ⅱ
601919.SH,航运Ⅱ
601928.SH,文化传媒
601929.SH,文化传媒
601933.SH,一般零售
601939.SH,银行Ⅱ
601958.SH,稀有金属
601965.SH,汽车服务Ⅱ
601969.SH,其他采掘Ⅱ
601988.SH,银行Ⅱ
601989.SH,船舶制造Ⅱ
601991.SH,电力
601992.SH,水泥制造Ⅱ
601996.SH,家用轻工
601998.SH,银行Ⅱ
601999.SH,文化传媒
603000.SH,互联网传媒
603001.SH,服装家纺
603002.SH,化学制品
603003.SH,石油化工
603005.SH,半导体
603006.SH,汽车零部件Ⅱ
603008.SH,家用轻工
603009.SH,汽车零部件Ⅱ
603010.SH,化学制品
603011.SH,通用机械
603017.SH,基础建设
603018.SH,基础建设
603019.SH,计算机设备Ⅱ
603077.SH,化学原料
603088.SH,通用机械
603099.SH,景点
603100.SH,电气自动化设备
603111.SH,运输设备Ⅱ
603123.SH,一般零售
603126.SH,环保工程及服务Ⅱ
603128.SH,物流Ⅱ
603166.SH,汽车零部件Ⅱ
603167.SH,航运Ⅱ
603168.SH,化学制药
603169.SH,专用设备
603188.SH,化学制品
603222.SH,化学制药
603288.SH,食品加工
603306.SH,汽车零部件Ⅱ
603308.SH,通用机械
603328.SH,元件Ⅱ
603333.SH,高低压设备
603366.SH,白色家电
603368.SH,医药商业Ⅱ
603369.SH,饮料制造
603399.SH,稀有金属
603456.SH,化学制药
603518.SH,服装家纺
603555.SH,服装家纺
603558.SH,服装家纺
603588.SH,环保工程及服务Ⅱ
603600.SH,家用轻工
603601.SH,化学制品
603606.SH,高低压设备
603609.SH,饲料Ⅱ
603611.SH,专用设备
603618.SH,高低压设备
603636.SH,计算机应用
603678.SH,元件Ⅱ
603686.SH,专用设备
603688.SH,金属非金属新材料
603698.SH,专业工程
603699.SH,通用机械
603766.SH,其他交运设备Ⅱ
603788.SH,汽车零部件Ⅱ
603799.SH,稀有金属
603806.SH,电源设备
603889.SH,纺织制造
603898.SH,家用轻工
603899.SH,包装印刷Ⅱ
603939.SH,医药商业Ⅱ
603988.SH,电机Ⅱ
603993.SH,稀有金属
603998.SH,中药Ⅱ
